bgg_id,name,year,game_type,designer,artist,publisher,min_players,max_players,min_players_rec,max_players_rec,min_players_best,max_players_best,min_age,min_age_rec,min_time,max_time,category,mechanic,cooperative,compilation,compilation_of,family,implementation,integration,rank,num_votes,avg_rating,stddev_rating,bayes_rating,complexity,language_dependency,bga_id,dbpedia_id,luding_id,spielen_id,wikidata_id,wikipedia_id
,Sword and Sail,2004,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,5,,,,,12,,30,30,,,,,,,,,,0,,,,,,002IJykbze,,,,,
,Lords of Vegas: Underworld – Vegas Shutdown Promo Card,2020,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,12,,60,90,,,,,,,,,,0,,,,,,006hZ0EM7o,,,,,
,Charon,1996,,"id,num_games,score,game,url,images",Andreas Lenz,"name,id,url,num_games,score,game,images",2,4,,,,,,,30,30,,,,,,,,,,0,,,,,,007646Mm8B,,,,,
,Fotbolls-MIG,2010,,,,"name,id,url,num_games,score,game,images",2,2,,,,,15,,15,15,,,,,,,,,,0,,,,,,007nZoHMje,,,,,
,Profiteers,,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",3,5,,,,,12,,45,45,N0TkEGfEsF,jbLrZb1xIb,,,,,,,,0,,,,,,008xXY6De5,,,,,
,Scout: Mein erstes Taschengeld,2016,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,6,,15,15,,,,,,,,,,0,,,,,,009PRyhvqH,,,,,
,Warp 6,2002,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,3,,,,,12,,20,20,,mGBzR68m8Z,,,,,,,,0,,,,,,00AI3sb84B,,,,,
,Slowquest Character Cards: a tool for creating heroes & npcs,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,00CO1fbVCd,,,,,
,"Magic Mics - Erin Campbell ""Guilds of Ravnica"" Token",,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,00CidwKuKE,,,,,
,Monopoly: Tampere,2008,,,,"id,name,url,num_games,score,game,images",2,6,,,,,8,,60,60,"N0TkEGfEsF,7rV11PKqME",,,,,,,,,0,,,,,,00Dz8iXyke,,,,,
,Ett Vinspel,2011,,,,"name,id,url,num_games,score,game,images",2,9,,,,,18,,30,30,,,,,,,,,,0,,,,,,00F2xTPUKj,,,,,
,Book of Exalted Deeds,2003,,"id,num_games,score,game,url,images","Tom Baxa,Steven Belledin,Matt Cavotta,Brent Chumley,Rebecca Guay-Mitchell,Henry Higgenbotham,Jeremy Jarvis,Doug Kovacs,Ginger Kubic,David G. Martin,Matthew Mitchell,Dawn Murin,Mark A. Nelson,Wayne Reynolds,Ron Spencer,Arnie Swekel,Ben Thompson",,,,,,,,,,,,,,,,,,,,,0,,,,,,00FsTtHZKB,,,,,
,Land of the Dead,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,00GsgqEexP,,,,,
,Zombie Plague,2001,,"id,num_games,score,game,url,images","Ryan Howe,Skott Kilander,Kwanchai Moriya","name,id,url,num_games,score,game,images",2,6,,,,,10,,60,60,,"oeg6wN9Eoc,R0bGq4cAl4,GNtouC8NLm,mGBzR68m8Z",,,,,,,,4,3.25,,,,,00IRhGy2p8,,,,,
,Treatment: A Psychiatry Card Game,2016,,"id,num_games,score,game,url,images",Patrick Crotty,"name,id,url,num_games,score,game,images",2,5,,,,,12,,20,30,,WPytek5P8l,,,,,,,,1,3.0,,,,,00LaaiAk41,,,,,
,Chain Mail: Dragon's Mouth Map,2019,,"id,num_games,score,game,url,images",Martin Cobb,"name,id,url,num_games,score,game,images",1,4,,,,,,,,,,,,,,,,,,0,,,,,,00MXLBNVIA,,,,,
,Chosen: The Game,2005,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,,,,,,,,,,,,,,0,,,,,,00QmsqpujK,,,,,
,Knot Dice,2016,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",1,4,,,,,5,,10,20,,"9mNukNBxfZ,R0bGq4cAl4,9YdRn9J9oZ,8PN2HE86wg",,,,,,,,3,3.0,,,,,00T3LPQ2lD,,,,,
,The Stately Homes of England,1967,,,,"name,id,url,num_games,score,game,images",2,4,,,,,10,,30,30,,,,,,,,,,0,,,,,,00U84qKwJV,,,,,
,Air Force,1976,,"id,num_games,score,game,url,images",Joe DeMarco,"name,id,url,num_games,score,game,images",1,2,,,,,12,,60,60,,,,,,,,,,2,3.0,,,,,00UBM4BfV6,,,,,
,The Complete Guide to Beholders,2003,,"id,num_games,score,game,url,images","Clayton Bunce,Thomas Denmark,C. Michael Erickson,Joseph Goodman,Andy Hopp,William McAusland,Bradley McDevitt,Scott Purdy","name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,0,,,,,,00UwSeaYWk,,,,,
,Swordsmiths of Spain,2011,,"id,num_games,score,game,url,images",Matthew McCarty,"name,id,url,num_games,score,game,images",3,4,,,,,,,90,90,,,,,,,,,,0,,,,,,00ZuVWKm6W,,,,,
,"Grumble, rumble... roar! game",1970,,,,"name,id,url,num_games,score,game,images",2,6,,,,,12,,,,,,,,,,,,,0,,,,,,00axqTvhbx,,,,,
,Autotest,1972,,,,"name,id,url,num_games,score,game,images",2,8,,,,,6,,,,,,,,,,,,,0,,,,,,00bxbhrM8B,,,,,
,Divorce Simulator,2019,,"id,num_games,score,game,url,images",Danielle Barnett,"name,id,url,num_games,score,game,images",2,2,,,,,14,,20,45,,"iWODHwRGuU,r6yIFvyXDD,lA3KUtVFCy",,,,,,,,0,,,,,,00cdJKzpZH,,,,,
,Luku Luku: Noun,2016,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,4,,15,20,,,,,,,,,,0,,,,,,00doCzS0HT,,,,,
,Contiquences,2002,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,8,,,,,,,90,90,,,,,,,,,,0,,,,,,00eDkN4A3G,,,,,
,Raub,,,,,,4,4,,,,,10,,45,45,,,,,,,,,,0,,,,,,00efhQWChi,,,,,
,Passing Time,1988,,"id,num_games,score,game,url,images",Mireille Levert,"name,id,url,num_games,score,game,images",1,1,,,,,,,,,,,,,,,,,,0,,,,,,00jMKYaRgY,,,,,
,Teddy's Party,,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,5,,,,,4,,,,,,,,,,,,,0,,,,,,00kE2BuduG,,,,,
,RATCHIT-MATCHIT,,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,,,,,,,,,,,,,,0,,,,,,00lAZ2OhD5,,,,,
,Vault Wars: Chromatic Cavern Promo Card,2015,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",3,5,,,,,13,,45,60,,,,,,,,,,1,4.0,,,,,00x485z8Kx,,,,,
,Stone Soup,2011,,"id,num_games,score,game,url,images",Laura Huliska-Beith,"name,id,url,num_games,score,game,images",2,6,,,,,5,,15,15,,,,,,,,,,0,,,,,,00z5tWiYrg,,,,,
,Dungeon in a Tin,2011,,"id,num_games,score,game,url,images",Jake Staines,,1,4,,,,,8,,20,20,,"9mNukNBxfZ,R0bGq4cAl4,U3zhCQH7Et,BbTMRkwL0b,EVeAdboGUA",,,,,,,,3,2.3333333333333335,,,,,00z7DQDqgV,,,,,
,DICE Quick Play Baseball,2008,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",1,2,,,,,,,10,10,,,,,,,,,,0,,,,,,00z9jrMVir,,,,,
,Venga-Venga,2001,,"id,num_games,score,game,url,images",Barbara Kinzebach,"name,id,url,num_games,score,game,images",2,4,,,,,5,,30,30,,,,,,,,,,0,,,,,,0108ldpyt6,,,,,
,Batman: Gotham City Chronicles – Batman Beyond,2020,,"id,num_games,score,game,url,images","Georges Clarenko,David Demaret,David Finch,Jim Lee","name,id,url,num_games,score,game,images",2,4,,,,,14,,60,90,,,,,,,,,,0,,,,,,011UDhcW8L,,,,,
,Asunder Board Game,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,013GpFPN2v,,,,,
,Spy Fight,2017,,,Dominik Mayer,,2,4,,,,,13,,5,10,,,,,,,,,,0,,,,,,014rkgN0rY,,,,,
,Alles Banane!,1996,,"id,num_games,score,game,url,images","Walter Pepperle,Michael Schober","name,id,url,num_games,score,game,images",2,4,,,,,4,,20,20,,,,,,,,,,0,,,,,,015iEgEVu7,,,,,
,Roll Player: Lenticular Monster Cards Promo Pack,2020,,"id,num_games,score,game,url,images",JJ Ariosa,"name,id,url,num_games,score,game,images",1,4,,,,,10,,60,90,,,,,,,,,,3,4.333333333333333,,,,,0174PgEgEB,,,,,
,Filling in the Blanks -- A Guide to Populating Hexes,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,01APIllJkA,,,,,
,Marvel Comics Super-Heroes Card Game,1978,,,,"name,id,url,num_games,score,game,images",2,6,,,,,6,,20,20,,,,,,,,,,0,,,,,,01C24rec05,,,,,
,Storm Dragons,2018,,"id,num_games,score,game,url,images",Carlie Cornell,"name,id,url,num_games,score,game,images",2,6,,,,,11,,15,30,,,,,,,,,,0,,,,,,01DB0iCvP5,,,,,
,Game to Pick a Game: Grovetender,2019,,,"Melonie Lavely,Anthony LeTourneau",,2,4,,,,,8,,5,10,,,,,,,,,,0,,,,,,01GXVlh217,,,,,
,Ice Frenzie Hockey Card Game,,,,,,2,2,,,,,8,,30,30,,,,,,,,,,0,,,,,,01Q5mW72BR,,,,,
,Fangs of War,2017,,"id,num_games,score,game,url,images","Miguel Regodón Harkness,Oksana Kerro,Valeria Lutfullina,Mark Molnar,Jose Parodi,Maichol Quinto,Riccardo Rullo,Ilona Sopuch,Remko Troost","name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,0,,,,,,01R8RVu3o9,,,,,
,Jane Austen's Revenge,2020,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,01RgCeKNoi,,,,,
,Swords & Such,2002,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,,,,,,,,,,,,,,0,,,,,,01SuUpWVCY,,,,,
,Die wilden Fussballkerle: Fluchduell,2006,,"id,num_games,score,game,url,images","Jan Birck,Bluguy","name,id,url,num_games,score,game,images",2,4,,,,,,,20,20,,,,,,,,,,0,,,,,,01V8VKwwhg,,,,,
,Scattergories: The Card Game,2008,,"id,num_games,score,game,url,images",,,2,8,,,,,8,,25,25,,"ebJKldFVeS,3dFd0RwsY4",,,,,,,,4,2.5,,,,,01WByGpsxr,,,,,
,Crazy Heroes,,,,"Álvaro Fernández Bollullo,Eloy Álvarez Correa","name,id,url,num_games,score,game,images",2,6,,,,,12,,30,60,,,,,,,,,,0,,,,,,01WKnjxFmr,,,,,
,A Journey Through Europe,1759,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,,,,,,,,,,,,,,0,,,,,,01X3OSOl1j,,,,,
,The Pride of Pasadena,1983,,,,"name,id,url,num_games,score,game,images",2,6,,,,,,,120,120,,,,,,,,,,0,,,,,,01Zy49DPG5,,,,,
,Joking Hazard: Deck Enhancement #2,2017,,,,"name,id,url,num_games,score,game,images",3,10,,,,,18,,30,90,,"WPytek5P8l,DEvPj5twid",,,,,,,,0,,,,,,01awL1iHBB,,,,,
,Parque Polvoranca: Jardín de Rocas,2016,,"id,num_games,score,game,url,images",,,2,5,,,,,,,45,75,,,,,,,,,,0,,,,,,01bH7NLfjn,,,,,
,West of Africa Extra,2016,,"id,num_games,score,game,url,images",Harald Lieske,"id,name,url,num_games,score,game,images",2,6,,,,,10,,60,120,,,,,,,,,,0,,,,,,01bRfFbNV1,,,,,
,Big Bully,1972,,,,"name,id,url,num_games,score,game,images",2,4,,,,,,,20,20,,,,,,,,,,0,,,,,,01edEVWB9a,,,,,
,Star Trek: Attack Wing – I.K.S. Negh'Var Expansion Pack,2013,,"id,num_games,score,game,url,images","Christina Gugliada,Chris Raimo","id,name,url,num_games,score,game,images",2,99,,,,,14,,30,30,,,,,,,,,,0,,,,,,01nFi2i4lf,,,,,
,Krosmaster: Arena - Dura Lex Duc Rex,2014,,,,"name,id,url,num_games,score,game,images",2,4,,,,,14,,60,60,v4SfYtS2Lr,,,,,,,,,0,,,,,,01uU3Cm5bL,,,,,
,Valeria: Card Kingdoms – Shadowvale: Kickstarter Edition,2019,,"id,num_games,score,game,url,images",Mihajlo Dimitrievski,"name,id,url,num_games,score,game,images",1,5,,,,,13,,30,45,,,,,,,,,,1,4.0,,,,,01ukDEKe5p,,,,,
,Heart of Oak: Naval Miniatures Rules for the Age of Fighting Sail,1978,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,12,,90,90,,,,,,,,,,0,,,,,,01uzFkLlTW,,,,,
,Timber,1988,,"id,num_games,score,game,url,images",,,2,10,,,,,8,,90,90,,,,,,,,,,0,,,,,,01wcaxUxhK,,,,,
,Switch-a-king,2019,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",3,5,,,,,10,,15,30,,,,,,,,,,0,,,,,,01xyLGnIPF,,,,,
,TMNT HeroClix: Heroes in a Half Shell,2016,,,,"name,id,url,num_games,score,game,images",2,2,,,,,10,,40,60,,,,,,,,,,0,,,,,,02170S4diW,,,,,
,Jim Henson's The Dark Crystal Board Game,2018,,"id,num_games,score,game,url,images",Johnny Fraser-Allen,"id,name,url,num_games,score,game,images",2,4,,,,,14,,60,75,,"bgGxE0pI2B,9mNukNBxfZ,R0bGq4cAl4,cXd5KaXXZo",,,,,,,,0,,,,,,022oQk0sYu,,,,,
,Le Wine Game,1985,,,,"name,id,url,num_games,score,game,images",2,8,,,,,21,,,,,,,,,,,,,0,,,,,,023KMbkWlC,,,,,
,Cabbage Patch Kids Bicycle Race Game,1990,,,,"name,id,url,num_games,score,game,images",2,4,,,,,4,,20,20,,,,,,,,,,0,,,,,,025wPmsK9r,,,,,
,Tournament Fishing: The Deckbuilding Game – Fish and Tackle,2019,,"id,num_games,score,game,url,images",Greg Mahler,"name,id,url,num_games,score,game,images",1,4,,,,,12,,30,120,,,,,,,,,,0,,,,,,02BO9IKVjy,,,,,
,Frontrunner,1992,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,12,,90,90,,mGBzR68m8Z,,,,,,,,0,,,,,,02CpKiLUM0,,,,,
,Trivial Pursuit: Genus VI,2006,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,36,,,,,15,,240,240,,mGBzR68m8Z,,,,,,,,0,,,,,,02De2W5GEe,,,,,
,Cruise,1991,,,,"name,id,url,num_games,score,game,images",3,5,,,,,,,30,30,,,,,,,,,,0,,,,,,02DqmPP2xj,,,,,
,TACTIC: board game (2 - 6+ players),,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,02EEldW3G8,,,,,
,Monopoly: Liège,2001,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,8,,,,,8,,90,90,,,,,,,,,,0,,,,,,02EWKU7nui,,,,,
,Charged Canada: Electric Vehicle Mission-Based Strategy Board Game,2019,,"id,num_games,score,game,url,images",Shawn McCoy,,4,8,,,,,8,,45,60,,,,,,,,,,0,,,,,,02EtOVYLh2,,,,,
,ESCANDALOS,1989,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,6,,,,,16,,40,40,,R0bGq4cAl4,,,,,,,,2,2.5,,,,,02G0wo3Hmv,,,,,
,Krosmaster: Arena - Goultard Control,,,,,"name,id,url,num_games,score,game,images",2,2,,,,,14,,45,45,v4SfYtS2Lr,,,,,,,,,1,2.0,,,,,02G3O45xBW,,,,,
,Simulation Games for Beginner #2,1986,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",1,2,,,,,,,60,60,,,,,,,,,,0,,,,,,02GTZsSfRA,,,,,
,Papillon,2019,,"id,num_games,score,game,url,images",Whitney Rader,"id,name,url,num_games,score,game,images",2,4,,,,,14,,30,45,MWoxgHrOJD,"9NBcz45nN7,issXRWXSLg,8PN2HE86wg,mckyPcVJ0c",,,,,,,,4,3.25,,,,,02L6yp8LAa,,,,,
,Poo,2009,,"id,num_games,score,game,url,images","Brett Bean,Mike Vaillancourt","name,id,url,num_games,score,game,images",2,2,,,,,6,,10,10,,"WPytek5P8l,BGrhzIN69D,T8JEFYwoqy",,,,,,,,20,1.9,,,,,02PVTOKqhe,,,,,
,The Settlers of Zarahemla Mini-Expansion,2003,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,4,,,,,,,,,,,,,,,,,,0,,,,,,02PuNGoLxL,,,,,
,Trash or Treasure,2009,,"id,num_games,score,game,url,images",Andreas Propst,,2,4,,,,,10,,60,60,,,,,,,,,,0,,,,,,02Qw113C8p,,,,,
,Christmas Village,2019,,"id,num_games,score,game,url,images",Dimitar Lyubenov,,2,4,,,,,4,,15,30,,,,,,,,,,0,,,,,,02SeiNTWtu,,,,,
,Super Genius: Multiplication 1,2015,,,,"name,id,url,num_games,score,game,images",1,1,,,,,8,,15,15,,,,,,,,,,0,,,,,,02StVy1HjY,,,,,
,Teken van Nederland,2005,,,,"name,id,url,num_games,score,game,images",2,4,,,,,9,,30,30,,,,,,,,,,0,,,,,,02TtHxB67H,,,,,
,Civil War Poker,2000,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,8,,,,,,,,,,,,,,,,,,0,,,,,,02UbvLiQRs,,,,,
,Hidden Paths,2019,,"id,num_games,score,game,url,images",Asur,"name,id,url,num_games,score,game,images",2,4,,,,,12,,30,60,,,,,,,,,,0,,,,,,02Vx9GJMG0,,,,,
,Eternity,2016,,"id,num_games,score,game,url,images",Virginie Rapiat,"name,id,url,num_games,score,game,images",3,5,,,,,10,,20,40,,3GSQl800lk,,,,,,,,4,3.0,,,,,02c4hlvsvE,,,,,
,TaleSpin: Flying Aces & Air Show,1990,,,,"name,id,url,num_games,score,game,images",2,4,,,,,5,,5,5,,,,,,,,,,0,,,,,,02e9Oi6sB0,,,,,
,Cha•lén•gah,1995,,"id,num_games,score,game,url,images",Marla Panko,"name,id,url,num_games,score,game,images",1,6,,,,,,,45,45,,,,,,,,,,0,,,,,,02iXOwoY3G,,,,,
,Monopoly: Alaska's Iditarod,1999,,,,"name,id,url,num_games,score,game,images",2,6,,,,,8,,120,120,,,,,,,,,,0,,,,,,02j7ocMRGB,,,,,
,Mage Wars Academy: Warlock Expansion,,,,,"name,id,url,num_games,score,game,images",2,2,,,,,13,,20,30,v4SfYtS2Lr,"R0bGq4cAl4,XM2FYZmBHH",,,,,,,,1,4.0,,,,,02mubZsmOP,,,,,
,Wonder Number,1976,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",1,6,,,,,,,15,15,,,,,,,,,,0,,,,,,02n49ucla0,,,,,
,A Song of Ice & Fire: Tabletop Miniatures Game - Pyromancers,2018,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,2,,,,,14,,60,75,v4SfYtS2Lr,,,,,,,,,0,,,,,,02nMXC7hDB,,,,,
,Wizard Kings: Expansion Armies,2000,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,7,,,,,12,,120,120,,"R0bGq4cAl4,U3zhCQH7Et,RwgEONzIzc,XM2FYZmBHH",,,,,,,,1,3.0,,,,,02oT9w4K6I,,,,,
,Pixl Adventure,2015,,,,,2,4,,,,,8,,30,60,,,,,,,,,,0,,,,,,02pwFIUMp9,,,,,
,TEXsTORY,2010,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",4,8,,,,,8,,50,50,,,,,,,,,,0,,,,,,02r0n5f0UR,,,,,
,Brown Cow Tokens,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,02rQghNY9C,,,,,
,Operation: Kindergarten,2015,,"id,num_games,score,game,url,images","Kwanchai Moriya,Todd Sanders","name,id,url,num_games,score,game,images",2,2,,,,,12,,45,45,,"PGjmKGi26h,05zCZoLvQJ,R0bGq4cAl4",,,,,,,,3,2.0,,,,,02uAVCXcfx,,,,,
,Lecardo,1944,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,,,,,,,,,,,,,,0,,,,,,02v23h2ae5,,,,,
,Harakiri: Blades of Honor,2000,,"id,num_games,score,game,url,images","David Benzal,Jose David Lanza Cebrian,Joseph Diaz,Daryl Mandryk,Antonio José Manzanedo,Israel Pato","name,id,url,num_games,score,game,images",1,4,,,,,14,,60,150,,"oeg6wN9Eoc,R0bGq4cAl4,qu5BcGjAzk,U3zhCQH7Et,EVeAdboGUA,GUoWg3Mfh5,XM2FYZmBHH",,,,,,,,0,,,,,,0328qaYQOw,,,,,
,Pooh's Hunny Pots,2003,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,4,,15,15,,,,,,,,,,0,,,,,,034kupH2A0,,,,,
,The Hunters: Beneath the Med,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,035w9dcHRn,,,,,
,What Did I Step In?,2008,,,,"name,id,url,num_games,score,game,images",2,4,,,,,,,,,,,,,,,,,,0,,,,,,036wbE58kB,,,,,
,Ctrl,2020,,"id,num_games,score,game,url,images",Stevo Torres,"name,id,url,num_games,score,game,images",2,4,,,,,7,,20,20,hBqZ3Ar4RJ,05zCZoLvQJ,,,,,,,,0,,,,,,039decNLfZ,,,,,
,KeyForge: Dark Tidings - Archon Deck,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,"eX8uuNlQkQ,v4SfYtS2Lr",,,,,,,,,0,,,,,,03AG5aE6rp,,,,,
,SPQR: Deluxe Edition,2008,,"id,num_games,score,game,url,images","Rodger B. MacGowan,Leland Myrick,Mark Simonitch","name,id,url,num_games,score,game,images",2,2,,,,,12,,240,240,,"R0bGq4cAl4,eRe1jJCBFe",,,,,,,,3,3.3333333333333335,,,,,03B01aUGnM,,,,,
,Dice of the Ancients: A Tabletop RPG Accessory,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,03B9iX6l1K,,,,,
,Gib acht!: Das hochinteressante Farben-Kreiselspiel,,,,,"name,id,url,num_games,score,game,images",2,6,,,,,,,,,,,,,,,,,,0,,,,,,03DlCA8XVh,,,,,
,Supercharge,1976,,"id,num_games,score,game,url,images",Redmond A. Simonsen,"name,id,url,num_games,score,game,images",1,2,,,,,12,,120,120,,,,,,,,,,0,,,,,,03FxD8xkv7,,,,,
,28mm Wars of the Roses Miniatures for Tabletop Wargames,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,03H9wOs23j,,,,,
,1862: Retreat to Harrison's Landing,2013,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,0,,,,,,03JpjBeAtA,,,,,
,Space Cantina,2016,,"id,num_games,score,game,url,images",Lucas Ribeiro,"id,name,url,num_games,score,game,images",1,4,,,,,12,,60,90,,"iWODHwRGuU,R0bGq4cAl4,fBOTEBUAmV",,,,,,,,1,5.0,,,,,03L3sZvasG,,,,,
,Starcade,2017,,"id,num_games,score,game,url,images",Derak Morrell,"name,id,url,num_games,score,game,images",1,3,,,,,,,15,30,,,,,,,,,,0,,,,,,03LEsyyaHh,,,,,
,Merlin,1993,,"id,num_games,score,game,url,images",Ed Dovey,"name,id,url,num_games,score,game,images",1,4,,,,,14,,360,360,,,,,,,,,,1,4.0,,,,,03NIg1lvgI,,,,,
,Castle Poker,2015,,"id,num_games,score,game,url,images",Andrew Muhling,"name,id,url,num_games,score,game,images",3,6,,,,,8,,15,30,,,,,,,,,,0,,,,,,03OWF3UQlo,,,,,
,Mighty Warriors,1991,,"id,num_games,score,game,url,images",Chris Baker,"name,id,url,num_games,score,game,images",2,4,,,,,8,,60,60,,,,,,,,,,0,,,,,,03WQ4L3lF2,,,,,
,Springfrösche,2002,,"id,num_games,score,game,url,images",,,2,2,,,,,6,,15,15,,,,,,,,,,0,,,,,,03Wed7Rf9v,,,,,
,Dinosaurs Not the Mama Card Game,1991,,,,"name,id,url,num_games,score,game,images",2,4,,,,,8,,30,30,,,,,,,,,,0,,,,,,03Z9O7ugh5,,,,,
,Red Star Falling,1981,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,12,,120,120,,,,,,,,,,0,,,,,,03ZcS7TlPk,,,,,
,CarTag Scavenger Hunt,,,,,"name,id,url,num_games,score,game,images",1,4,,,,,7,,,,,,,,,,,,,0,,,,,,03bxzhbIKl,,,,,
,Android: Netrunner - Playmat: The Root,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,03m48qOghO,,,,,
,Das Autospiel,1981,,,,"name,id,url,num_games,score,game,images",2,5,,,,,10,,30,30,,,,,,,,,,0,,,,,,03nYfAKxJM,,,,,
,The Green Hornet Quick Switch Game,1967,,,,"name,id,url,num_games,score,game,images",2,4,,,,,10,,60,60,,,,,,,,,,0,,,,,,03rHb7p9xX,,,,,
,Beta Red - A Cyberpunk-Genre RPG (Zine Quest 3),,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,03rTCSDVFN,,,,,
,Dutch Mountains,2000,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,,,,,,,,,,,,,,0,,,,,,03s2WtuRcv,,,,,
,Volley,2006,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,,,,,,,,,,,,,,0,,,,,,03s4IpFxEo,,,,,
,Gushers 'n Dusters,1984,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,03vKhr7uAz,,,,,
,Expande Negocios,2016,,,"Ivan Huitron,Jesus Martinez",,2,6,,,,,12,,60,240,,,,,,,,,,0,,,,,,03wzBjtSAr,,,,,
,QANGO,2016,,"id,num_games,score,game,url,images",Arrnold Reisse,"name,id,url,num_games,score,game,images",2,2,,,,,7,,1,10,,,,,,,,,,0,,,,,,03ySfWbFO0,,,,,
,Dschungel Trio,2007,,"id,num_games,score,game,url,images",Fred Gembella,"name,id,url,num_games,score,game,images",2,2,,,,,7,,15,15,,,,,,,,,,0,,,,,,0403VENvrH,,,,,
,Space Emperor,1989,,,,"name,id,url,num_games,score,game,images",2,6,,,,,10,,45,45,,,,,,,,,,0,,,,,,041ifKsBos,,,,,
,LEGACY: Quest for a Family Treasure - Escape box,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,041pABPLkE,,,,,
,The Lost World Hunt...and Be Hunted Card Game,1996,,,,"name,id,url,num_games,score,game,images",2,4,,,,,5,,20,20,,,,,,,,,,0,,,,,,0448muCj4D,,,,,
,Ben 10 Alien Force Web Cardz,2008,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,,,15,15,,,,,,,,,,0,,,,,,047h0MPaCP,,,,,
,Renaissance of Infantry,1970,,"id,num_games,score,game,url,images",Redmond A. Simonsen,,1,2,,,,,12,,240,240,,,,,,,,,,0,,,,,,04AsjHBeC8,,,,,
,Agony,1972,,,,"name,id,url,num_games,score,game,images",1,1,,,,,,,,,,,,,,,,,,0,,,,,,04C3ZeNp1W,,,,,
,Dwarven Rails,2017,,"id,num_games,score,game,url,images","Rick Heli,Nina Nikitina","name,id,url,num_games,score,game,images",1,4,,,,,10,,60,90,,,,,,,,,,0,,,,,,04CMkvf6wl,,,,,
,At Whit's End,1997,,,,"name,id,url,num_games,score,game,images",2,6,,,,,8,,45,45,,,,,,,,,,0,,,,,,04EEy8bdKq,,,,,
