bgg_id,name,year,game_type,designer,artist,publisher,min_players,max_players,min_players_rec,max_players_rec,min_players_best,max_players_best,min_age,min_age_rec,min_time,max_time,category,mechanic,cooperative,compilation,compilation_of,family,implementation,integration,rank,num_votes,avg_rating,stddev_rating,bayes_rating,complexity,language_dependency,bga_id,dbpedia_id,luding_id,spielen_id,wikidata_id,wikipedia_id
,A Game of Thrones: The Card Game - The Captain's Command Chapter Pack,,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,0,,,,,,7I1CmGl5wv,,,,,
,Air Attack,1982,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,10,,,,,,,,,,,,,0,,,,,,7I2FZutPHO,,,,,
,Nubia: Ancient Kingdoms of the Nile,2017,,"id,num_games,score,game,url,images",Kazuya Fukui,"name,id,url,num_games,score,game,images",1,5,,,,,10,,30,90,,,,,,,,,,0,,,,,,7I43v6vbaC,,,,,
,Balneator,2010,,"id,num_games,score,game,url,images",Christof Tisch,"name,id,url,num_games,score,game,images",2,2,,,,,10,,25,25,,,,,,,,,,0,,,,,,7I5x9PGGnM,,,,,
,Bedstemor med slaw i,,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,5,,10,10,,,,,,,,,,0,,,,,,7I6jlJE9ig,,,,,
,The Ruin: 5th Edition Post-Apocalyptic Roleplaying Game,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,7IA30KsRlI,,,,,
,Hexmozaix,1990,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",1,4,,,,,,,30,30,,,,,,,,,,0,,,,,,7ICqSTLxqV,,,,,
,The Mystery of the Scream,2005,,,,"name,id,url,num_games,score,game,images",2,6,,,,,8,,40,40,,,,,,,,,,0,,,,,,7IEUhxVIRY,,,,,
,Secret Weapon,1984,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,8,,30,30,,,,,,,,,,0,,,,,,7IF07abpXW,,,,,
,The Little Engine That Could,1989,,,,"name,id,url,num_games,score,game,images",2,4,,,,,,,20,20,,,,,,,,,,0,,,,,,7IGEJqI5cE,,,,,
,"Hawaii, 1795: Kamehameha's War of Unification",2019,,"id,num_games,score,game,url,images","Joe Youst,Nadir Elfarra","id,name,url,num_games,score,game,images",2,2,,,,,,,60,90,,"R0bGq4cAl4,MEAoOygZsA,eRe1jJCBFe",,,,,,,,0,,,,,,7IGvv0j8Y9,,,,,
,Dodge the Daleks,1965,,,,"name,id,url,num_games,score,game,images",2,4,,,,,,,,,,,,,,,,,,0,,,,,,7IIIvoO1Y4,,,,,
,Ignite: Tabletop Miniatures Game,2000,,"id,num_games,score,game,url,images",,,2,8,,,,,13,,40,160,rrvd68LjOR,"qu5BcGjAzk,WPytek5P8l,U3zhCQH7Et,XM2FYZmBHH",,,,,,,,0,,,,,,7IIVdl3Rs0,,,,,
,France 1914,2013,,"id,num_games,score,game,url,images",Lou Coatney,,1,2,,,,,,,180,180,,,,,,,,,,0,,,,,,7IKCJ48NaK,,,,,
,Uppsala Edizione Vacanze,2015,,,"Daniele Barletta,Volker Maas","name,id,url,num_games,score,game,images",2,6,,,,,10,,20,20,,,,,,,,,,0,,,,,,7IMLdUFAQh,,,,,
,A Song of Ice & Fire: Tabletop Miniatures Game - The Mountain's Men,2018,,,,"id,name,url,num_games,score,game,images",2,2,,,,,14,,45,60,v4SfYtS2Lr,,,,,,,,,0,,,,,,7INFqFBGJw,,,,,
,DECEPTION: An Enthralling Game of BS Breaks Kickstarter,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,7IP9o9YD1g,,,,,
,Arctic Disaster: The Destruction of Convoy PQ-17,2018,,"id,num_games,score,game,url,images",Mark Mahaffey,"name,id,url,num_games,score,game,images",2,2,,,,,,,720,900,,,,,,,,,,0,,,,,,7IRoCZR8v7,,,,,
,Giant 30 Game Cube,1976,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,8,,,,,,,,,,,,,,,,,,0,,,,,,7IVvFjYWBx,,,,,
,Rival Realms: Far Frontiers Expansion,2018,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,2,,,,,10,,20,30,,,,,,,,,,2,3.5,,,,,7IXhK3UQQX,,,,,
,Defiant Russia,2004,,"id,num_games,score,game,url,images","Peggy Gordon,Guy Riessen,Susan Robinson,Terry Moore Strickland","name,id,url,num_games,score,game,images",2,2,,,,,12,,120,120,,R0bGq4cAl4,,,,,,,,1,2.0,,,,,7IXyxxOGOt,,,,,
,Advanced Guildhall Fantasy: The Gathering,2017,,"id,num_games,score,game,url,images",Gunship Revolution,"id,name,url,num_games,score,game,images",2,4,,,,,10,,30,45,,"WPytek5P8l,lA3KUtVFCy,T8JEFYwoqy",,,,,,,,2,4.0,,,,,7IfH7d1Pnm,,,,,
,Galleys & Galleons,2015,,"id,num_games,score,game,url,images","Orestes ""Orestix"" Ermeides","id,name,url,num_games,score,game,images",2,8,,,,,10,,30,120,,"R0bGq4cAl4,hmipYN1R1I",,,,,,,,1,4.0,,,,,7IgmdgBWkw,,,,,
,Schatzkisten stapeln,2009,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,8,,30,30,,,,,,,,,,0,,,,,,7Ikj1WUSyl,,,,,
,MindMaze: Verzwickte Rätsel – Kriminalfälle,2014,,"id,num_games,score,game,url,images","Anastasia Mazeina,Artem Pupov","name,id,url,num_games,score,game,images",2,99,,,,,10,,10,30,,,,,,,,,,0,,,,,,7IlaLmsP5z,,,,,
,Dux Bellorum: Arthurian Wargame Rules AD367-793,,,,,"name,id,url,num_games,score,game,images",2,2,,,,,,,,,,,,,,,,,,0,,,,,,7InIVDnpmx,,,,,
,Mr. Celsius: Centigrade Thermometer Game,1976,,,,"name,id,url,num_games,score,game,images",1,5,,,,,,,30,30,,,,,,,,,,0,,,,,,7IqAm90uYC,,,,,
,Die DM rollt,2000,,,,"name,id,url,num_games,score,game,images",2,4,,,,,,,,,,"R0bGq4cAl4,mGBzR68m8Z",,,,,,,,0,,,,,,7Isz8DUt8l,,,,,
,War of Cakes,2016,,,,,2,4,,,,,10,,10,20,,,,,,,,,,0,,,,,,7Iv6ZA4QF7,,,,,
,Dinoland,1993,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,10,,60,60,,,,,,,,,,0,,,,,,7IyrNfvjdB,,,,,
,Cults of Dagon,2017,,"id,num_games,score,game,url,images",,,2,4,,,,,8,,20,40,,,,,,,,,,0,,,,,,7IzEuWSo1L,,,,,
,Board Royale: The Island – NSFW Expansion Pack,2020,,,Ali Yagiz Kani,,2,6,,,,,18,,30,30,v4SfYtS2Lr,,,,,,,,,0,,,,,,7IzV5USEIX,,,,,
,Master of the Galaxy,2018,,"id,num_games,score,game,url,images",Anton Kvasovarov,"name,id,url,num_games,score,game,images",2,4,,,,,10,,60,120,,"05zCZoLvQJ,vZsDDAdOoe",,,,,,,,4,3.5,,,,,7J0v1P9cVe,,,,,
,Demon Mine,2000,,"id,num_games,score,game,url,images",McRey Moyer,"name,id,url,num_games,score,game,images",2,2,,,,,,,,,,,,,,,,,,0,,,,,,7J61hiGrBn,,,,,
,Durchmarsch,1998,,"id,num_games,score,game,url,images",Franz Vohwinkel,"name,id,url,num_games,score,game,images",2,4,,,,,8,,,,,,,,,,,,,0,,,,,,7J6UdYfXQQ,,,,,
,Infiltrate: into the bear cave,2016,,"id,num_games,score,game,url,images",Jan Schröder,,1,1,,,,,10,,30,60,,"oeg6wN9Eoc,Gan96fffLL,U3zhCQH7Et,MEAoOygZsA,hmipYN1R1I",,,,,,,,0,,,,,,7J6w6EjLRo,,,,,
,Tricky Trucks Game,2007,,,,"name,id,url,num_games,score,game,images",2,4,,,,,3,,10,10,,,,,,,,,,0,,,,,,7JCDmzQ3F9,,,,,
,Ninja Sen So,2007,,,,"name,id,url,num_games,score,game,images",2,6,,,,,10,,10,10,,,,,,,,,,0,,,,,,7JChcCDj3Y,,,,,
,Go Bark Card Game,2003,,,,"name,id,url,num_games,score,game,images",3,6,,,,,8,,20,20,,,,,,,,,,0,,,,,,7JDVwWJ9gt,,,,,
,Downfall of Empires,2020,,"id,num_games,score,game,url,images",Jesus Peralta,,2,4,,,,,14,,120,180,,,,,,,,,,0,,,,,,7JE1WSJphZ,,,,,
,Swingbridge,2017,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",3,3,,,,,12,,60,60,,,,,,,,,,0,,,,,,7JEB7Rl3bf,,,,,
,"Above and Below: Resource Upgrade, Set ""B"" (81-Piece Set)",,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,7JExQ0IX69,,,,,
,We Slay Dragons,2000,,,,"name,id,url,num_games,score,game,images",2,4,,,,,13,,30,90,,"9mNukNBxfZ,T8JEFYwoqy",,,,,,,,0,,,,,,7JHEICGOHw,,,,,
,Dice Forge: Rebellion – The Pegasus Promo Card,2019,,"id,num_games,score,game,url,images",Biboun,"name,id,url,num_games,score,game,images",2,4,,,,,10,,40,40,,,,,,,,,,1,3.0,,,,,7JHUIb0Ils,,,,,
,Turnover,1939,,,,,2,4,,,,,9,,60,60,,,,,,,,,,0,,,,,,7JJGGKGW0B,,,,,
,Lands of Theia 5e/PF1/PF2,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,7JKebYcmOJ,,,,,
,Addition in the Amazon,2002,,,,"name,id,url,num_games,score,game,images",2,4,,,,,6,,30,30,,,,,,,,,,0,,,,,,7JLTp2Bd5z,,,,,
,Blackjack Dice Attack,2014,,,,"name,id,url,num_games,score,game,images",2,8,,,,,8,,,,,,,,,,,,,0,,,,,,7JOdvufJzm,,,,,
,Viamala,2008,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,,,45,45,,,,,,,,,,0,,,,,,7JOklxSXf9,,,,,
,Mage Knight Conquest,2002,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,,,60,60,,,,,,,,,,1,3.0,,,,,7JQCzgohAf,,,,,
,Wrath of God-Monster Playmat,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,7JWVjFjawT,,,,,
,Minnie's Garden Game,2000,,,,"name,id,url,num_games,score,game,images",2,6,,,,,,,15,15,,,,,,,,,,0,,,,,,7JYubVL4zE,,,,,
,Operation Whirlwind,2002,,"id,num_games,score,game,url,images",Ania B. Ziolkowska,"name,id,url,num_games,score,game,images",2,2,,,,,12,,,,,,,,,,,,,0,,,,,,7JadMZWs5h,,,,,
,Mystic Realm's Cottage Mini Expansion Act1: Corrupted Forest,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,7Jc2WZSdJS,,,,,
,3 Minutes To Freedom,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,7JeJJJUFIU,,,,,
,Starcadia Quest: Showdown,2020,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,4,,,,,13,,30,90,v4SfYtS2Lr,,,,,,,,,,,,,,,7JiUoMFy0L,,,,,
,Dead Line,1980,,,,,2,2,,,,,6,,5,10,,,,,,,,,,0,,,,,,7JjZlp24iJ,,,,,
,Neopets Trading Card Game Haunted Woods Booster Pack,,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,0,,,,,,7JknK0oCqM,,,,,
,Spookre,2018,,"id,num_games,score,game,url,images",David Sheppard,"name,id,url,num_games,score,game,images",3,5,,,,,10,,20,40,,,,,,,,,,0,,,,,,7JlmfPNPKW,,,,,
,Hanafuda: Sakura + Sutda,2015,,,Pascal Boucher,"name,id,url,num_games,score,game,images",2,10,,,,,8,,30,60,,,,,,,,,,0,,,,,,7JmLEMs0My,,,,,
,Devil's Triangle,1986,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,2,,,,,8,,30,30,,,,,,,,,,1,,,,,,7JpVzyWoyb,,,,,
,Deaths of Athazar,2017,,,,,2,5,,,,,6,,5,10,,"3GSQl800lk,XM2FYZmBHH",,,,,,,,0,,,,,,7JsHgmBhA5,,,,,
,Fact or Crap: Hollywood,2012,,,,"name,id,url,num_games,score,game,images",3,8,,,,,,,30,30,,,,,,,,,,0,,,,,,7Jv7deu7D8,,,,,
,Battle For Souls: Promo Card Pack,2013,,"id,num_games,score,game,url,images","Luis Francisco,Svilen Kostadinov,Raphael,Ilya Repin,Christian Reuter","id,name,url,num_games,score,game,images",1,4,,,,,14,,30,30,,,,,,,,,,0,,,,,,7Jyf8NncXU,,,,,
,FANTASY SCENERY AND ACCESSORIES,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,7JzE5aPQ1u,,,,,
,Edd the 5th Cards,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,7JzM7sBNDF,,,,,
,The Little Mermaid Treasure Trove card game,2006,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,,,15,15,,,,,,,,,,0,,,,,,7Jzt4rxnGT,,,,,
,The Game of Surfing,,,,,"name,id,url,num_games,score,game,images",2,4,,,,,,,,,,,,,,,,,,0,,,,,,7JzyVIZT8S,,,,,
,Can You Save This Dude?,,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",1,1,,,,,10,,10,20,,,,,,,,,,0,,,,,,7K3DuIzLiX,,,,,
,The Doonesbury Game,1994,,"id,num_games,score,game,url,images",Garry Trudeau,"name,id,url,num_games,score,game,images",2,6,,,,,12,,60,60,,,,,,,,,,0,,,,,,7K6IXPdOM3,,,,,
,Film Frenzy,2003,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,5,,,,,,,,,,ebJKldFVeS,,,,,,,,0,,,,,,7K8hiAidNY,,,,,
,Danger Zones,1993,,,,"name,id,url,num_games,score,game,images",2,4,,,,,,,45,45,,,,,,,,,,0,,,,,,7K9dAiLvZP,,,,,
,Basti Bär hilft seinen Freunden,2010,,"id,num_games,score,game,url,images",Annet Rudolph,"name,id,url,num_games,score,game,images",2,4,,,,,3,,10,10,,,,,,,,,,0,,,,,,7KBhFHeFcr,,,,,
,Vikings Gone Wild: Tantrum Gate Promo Card,2018,,"id,num_games,score,game,url,images",Mateusz Komada,"name,id,url,num_games,score,game,images",2,4,,,,,10,,45,90,,,,,,,,,,0,,,,,,7KDeOUVbTV,,,,,
,Monopoly: Dodgers Collector's Edition,2000,,,,"name,id,url,num_games,score,game,images",2,6,,,,,8,,90,90,,,,,,,,,,0,,,,,,7KDwfOyMmf,,,,,
,Zookeepers,2020,,"id,num_games,score,game,url,images",Amanda Argollo,"name,id,url,num_games,score,game,images",2,6,,,,,10,,20,45,,,,,,,,,,0,,,,,,7KF0J7Gsyv,,,,,
,Clickbait,2018,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",3,8,,,,,14,,10,30,,R0bGq4cAl4,,,,,,,,0,,,,,,7KJqvQmMvE,,,,,
,Burg der 1000 Spiegel,2009,,,"Damon S. Brown,Michaela Kienle,Michael Menzel","name,id,url,num_games,score,game,images",2,4,,,,,6,,20,20,,,,,,,,,,0,,,,,,7KKfWZbXeU,,,,,
,Ice War,1978,,"id,num_games,score,game,url,images",Kenneth Rahman,"name,id,url,num_games,score,game,images",2,2,,,,,12,,60,60,,,,,,,,,,1,3.0,,,,,7KNpQyDBji,,,,,
,Fronts & Backs Memory,1984,,,,"name,id,url,num_games,score,game,images",1,4,,,,,4,,15,15,,,,,,,,,,0,,,,,,7KPgP5oBFI,,,,,
,Dinofarm Buildgame: Let's Build the Mezoic Creature Farm,2011,,,,"name,id,url,num_games,score,game,images",2,4,,,,,8,,45,45,,,,,,,,,,0,,,,,,7KRfvg669G,,,,,
,Monopoly: Herzogenaurach,2012,,,,"name,id,url,num_games,score,game,images",2,8,,,,,8,,60,60,,,,,,,,,,0,,,,,,7KVhN3sCnr,,,,,
,Ocho Vampiros,2004,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,8,,,,,,,20,20,,,,,,,,,,0,,,,,,7KZJm3H5iE,,,,,
,Linko,2014,,"id,num_games,score,game,url,images",Oliver Freudenreich,"name,id,url,num_games,score,game,images",2,5,,,,,10,,20,20,,"iWODHwRGuU,WPytek5P8l,lA3KUtVFCy",,,,,,,,48,3.3749999999999996,,,,,7KaqjuhjrV,,,,,
,Escape Area 51,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,7KcFDM0OeG,,,,,
,Raiders of the Lost Oasis,2016,,"id,num_games,score,game,url,images","Keith Curtis,Pedro Figue,Jeremy Mohler,Aaron Palsmeier,Shannon Potratz,Jamie Wallis,Ben Wootten","name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,1,3.0,,,,,7KgB0Z8dsZ,,,,,
,Enadrya,2012,,"id,num_games,score,game,url,images",Pablo Aschei,"name,id,url,num_games,score,game,images",2,2,,,,,13,,20,20,,,,,,,,,,0,,,,,,7KiTw0sGvZ,,,,,
,Gangs of Rome: Bread & Circuses,2019,,,,"name,id,url,num_games,score,game,images",2,2,,,,,12,,45,90,,,,,,,,,,0,,,,,,7KogX05tDi,,,,,
,MUNERA: Familia Gladiatoria,2010,,"id,num_games,score,game,url,images",Jocularis,"id,name,url,num_games,score,game,images",2,4,,,,,10,,90,90,,"iWODHwRGuU,R0bGq4cAl4,AVY6EvSQTP",,,,,,,,2,3.0,,,,,7Kqa5sAqmi,,,,,
,"Panzer Digest 7 with Coronel & Falklands, Occupation of the Rhineland, Remagen Bridgehead",,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,7KskcVyeLt,,,,,
,Cat's Race,2011,,"id,num_games,score,game,url,images",Yves Roig,,1,6,,,,,3,,10,10,,,,,,,,,,0,,,,,,7KwE0vCE60,,,,,
,Swintus 3D,2013,,"id,num_games,score,game,url,images",Sergey Dulin,"name,id,url,num_games,score,game,images",2,6,,,,,6,,20,20,,,,,,,,,,0,,,,,,7KwKFBCjUy,,,,,
,Hacker Dice,2015,,"id,num_games,score,game,url,images",,,2,4,,,,,8,,10,30,,,,,,,,,,0,,,,,,7KzTJvwkDU,,,,,
,Trap the Rat,,,,,"name,id,url,num_games,score,game,images",2,2,,,,,8,,15,15,,,,,,,,,,0,,,,,,7L5KTFTdmI,,,,,
,Schnipsel-Jagd,1980,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,7,,15,15,,,,,,,,,,0,,,,,,7L6W1APX3O,,,,,
,"Dixit: ""The Princess and the Pea"" Promo Card",2018,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",3,6,,,,,8,,30,30,,,,,,,,,,0,,,,,,7L6jJ77GZx,,,,,
,Anno Domini: Reisen und Verkehr,2015,,"id,num_games,score,game,url,images",Res Brandenberger,"name,id,url,num_games,score,game,images",2,8,,,,,10,,30,30,,,,,,,,,,0,,,,,,7L7H6Q7S7C,,,,,
,Bible Wars,2010,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,12,,10,10,,,,,,,,,,0,,,,,,7LAQBlAdtP,,,,,
,Balkans 1941,1997,,"id,num_games,score,game,url,images",,,2,2,,,,,12,,4,4,,,,,,,,,,0,,,,,,7LAtSKbHCp,,,,,
,Gusher,,,,,"name,id,url,num_games,score,game,images",,,,,,,12,,,,,,,,,,,,,0,,,,,,7LBVIaTizL,,,,,
,Cracked's Game of Millionaire,1976,,,,"name,id,url,num_games,score,game,images",2,2,,,,,,,,,,,,,,,,,,0,,,,,,7LDkQoGUYU,,,,,
,Trivial Pursuit Edición Familia,1992,,,,"id,name,url,num_games,score,game,images",2,36,,,,,8,,90,90,,,,,,,,,,0,,,,,,7LOotfkXNI,,,,,
,Rummikub Twist,2017,,,,"name,id,url,num_games,score,game,images",2,4,,,,,8,,,,,,,,,,,,,0,,,,,,7LQactc1Ef,,,,,
,Himmel und Hölle,2001,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,10,,30,30,,,,,,,,,,0,,,,,,7LRGLXD0NC,,,,,
,Dragon Ranch,2018,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,5,,,,,8,,30,30,,j7x8jY4ay2,,,,,,,,0,,,,,,7LTkX82LUu,,,,,
,The Murray-Way States Game,1927,,,,"name,id,url,num_games,score,game,images",2,6,,,,,,,,,,,,,,,,,,0,,,,,,7LVuHLejUz,,,,,
,Sideline Football,,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",1,2,,,,,12,,120,180,,,,,,,,,,0,,,,,,7LXdswQX61,,,,,
,Conan: Paolo Parente Guest box,2016,,"id,num_games,score,game,url,images","Viktor Dragosani,Paolo Parente","name,id,url,num_games,score,game,images",2,5,,,,,14,,60,60,,,,,,,,,,0,,,,,,7LYogI9mHZ,,,,,
,GoodCritters: Promo Card Set,2018,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",4,8,,,,,12,,30,45,,,,,,,,,,0,,,,,,7LYyjTz6AP,,,,,
,Memoir '44: Winter / Desert Board Map,2005,,"id,num_games,score,game,url,images","Cyrille Daujean,Julien Delval","id,name,url,num_games,score,game,images",2,8,,,,,8,,30,60,v4SfYtS2Lr,,,,,,,,,14,3.5000000000000004,,,,,7LZvZK7Lva,,,,,
,My Queen's Quest,2017,,"id,num_games,score,game,url,images","Paul Howells,Daisy Spiers","name,id,url,num_games,score,game,images",3,4,,,,,7,,15,40,,,,,,,,,,0,,,,,,7LcnxaFQNm,,,,,
,Oversiege,2020,,,,"name,id,url,num_games,score,game,images",2,10,,,,,7,,15,30,rrvd68LjOR,,,,,,,,,0,,,,,,7LdSOUcDAu,,,,,
,Dumm Gelaufen!,1998,,"id,num_games,score,game,url,images",Uwe Schildmeier,"name,id,url,num_games,score,game,images",2,6,,,,,10,,30,30,,ebJKldFVeS,,,,,,,,1,3.0,,,,,7LdWUIXbdM,,,,,
,Theories: it's a game,2005,,,,"name,id,url,num_games,score,game,images",2,8,,,,,14,,,,,,,,,,,,,0,,,,,,7Ldd6qqvA6,,,,,
,Warriors of Fantasy,2005,,,,,2,6,,,,,,,60,60,,,,,,,,,,0,,,,,,7LjQLtFtxC,,,,,
,B Movies,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,7LjpGOXrSN,,,,,
,Rise of the Northmen,2018,,"id,num_games,score,game,url,images",Cole Munro-Chitty,,2,3,,,,,12,,90,90,,,,,,,,,,0,,,,,,7LkUGjXNQi,,,,,
,Bitter Victory,2006,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,12,,180,180,,,,,,,,,,0,,,,,,7LmV54Eb1I,,,,,
,Frontier Tycoons,2009,,"id,num_games,score,game,url,images",David Wishart,"name,id,url,num_games,score,game,images",3,5,,,,,12,,90,90,,,,,,,,,,0,,,,,,7LpK8mtZAS,,,,,
,For the Birds,2007,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",1,10,,,,,,,5,5,,,,,,,,,,0,,,,,,7LrxsVUg0g,,,,,
,Hamsterbacke,2014,,"id,num_games,score,game,url,images",Oliver Freudenreich,"name,id,url,num_games,score,game,images",3,5,,,,,8,,20,20,,,,,,,,,,3,3.6666666666666665,,,,,7Lve0vgtZ5,,,,,
,Rapa-nui,2007,,"id,num_games,score,game,url,images",,,3,6,,,,,,,60,60,,,,,,,,,,0,,,,,,7Lypr1eMof,,,,,
,Gordon Solie's Championship Wrestling Trivia Game,1987,,,,"name,id,url,num_games,score,game,images",2,8,,,,,10,,30,30,,,,,,,,,,0,,,,,,7M0FBAll6P,,,,,
,This War of Mine: Boardgame Room,2018,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",1,6,,,,,18,,45,120,v4SfYtS2Lr,,,,,,,,,,,,,,,7M1ECBh3kI,,,,,
,A Cat's Life,,,"id,num_games,score,game,url,images",Jose Manuel Alonso Agulló,,3,4,,,,,10,,60,60,,,,,,,,,,0,,,,,,7M23nN0FDj,,,,,
,Maze Craze Spy Guys,2003,,,,"name,id,url,num_games,score,game,images",2,2,,,,,8,,30,30,,,,,,,,,,0,,,,,,7M2uZ6xDZv,,,,,
,Wasted Youth,2017,,"id,num_games,score,game,url,images",Kristian Correa,"name,id,url,num_games,score,game,images",2,6,,,,,12,,10,30,,,,,,,,,,0,,,,,,7M7MYbGclR,,,,,
,Czechoslovakia Defiant!,2012,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,12,,360,360,,,,,,,,,,0,,,,,,7M9JpSXhNp,,,,,
,Sip It,2018,,,,"name,id,url,num_games,score,game,images",3,6,,,,,18,,20,60,,hmipYN1R1I,,,,,,,,0,,,,,,7MCQMq7CXE,,,,,
,Route to India,2019,,"id,num_games,score,game,url,images",Barbara Gołębiewska,"name,id,url,num_games,score,game,images",2,4,,,,,7,,20,30,,,,,,,,,,0,,,,,,7MENW2YUrf,,,,,
,BattleTech: Domination,2013,,"id,num_games,score,game,url,images","Kristian Borg,Alex Iglesias,Mike Jackson,Florian Mellies,Anthony Scroggins",,2,2,,,,,10,,30,30,,,,,,,,,,0,,,,,,7MG3NudnbJ,,,,,
,La main dans le sac,1972,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,6,,,,,,,,,,,,,0,,,,,,7MG4M2WMrS,,,,,
,The M.U.S.C.L.E. Mega-Match Game,1983,,,,"name,id,url,num_games,score,game,images",2,2,,,,,6,,20,20,,,,,,,,,,0,,,,,,7MHmlfttvy,,,,,
,Mountain Man Board Game,2012,,,,"name,id,url,num_games,score,game,images",2,4,,,,,10,,,,,,,,,,,,,0,,,,,,7MKBF9ovwT,,,,,
,Fakespeare,2015,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,7MTACW9mlH,,,,,
,Trains in Space,2018,,"id,num_games,score,game,url,images",Chris-Jon Simmons,"name,id,url,num_games,score,game,images",2,4,,,,,10,,30,90,,"hmipYN1R1I,EVeAdboGUA,lA3KUtVFCy,T8JEFYwoqy",,,,,,,,0,,,,,,7MU1irwO8A,,,,,
,Colonnade,2017,,"id,num_games,score,game,url,images",,,2,2,,,,,8,,20,30,,,,,,,,,,0,,,,,,7MU7yPQq2x,,,,,
,Can You Make It as a Backpacker?,2004,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,6,,,,,,,90,90,,,,,,,,,,0,,,,,,7MUfHqaEcr,,,,,
,MOBA WARS,2016,,"id,num_games,score,game,url,images","Jose Lerundi Coco,Jason B. Heras,Jose Alberto Gregorio Salas,Chema Vicen",,2,10,,,,,12,,30,90,,,,,,,,,,0,,,,,,7MWpGQcKnb,,,,,
,Deadline Saloon,2015,,"id,num_games,score,game,url,images",Gábor Turiák,"name,id,url,num_games,score,game,images",2,5,,,,,12,,30,60,,T8JEFYwoqy,,,,,,,,1,4.0,,,,,7MXt8mff4Q,,,,,
,Reise nach Moskau,1989,,"id,num_games,score,game,url,images",Gerhard Schmid,"name,id,url,num_games,score,game,images",2,6,,,,,10,,45,45,,,,,,,,,,0,,,,,,7MZIJCfmiG,,,,,
,Star Trek Game,1979,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,8,,60,60,,,,,,,,,,0,,,,,,7MarQkNhpk,,,,,
,The Forgotten Planet,2011,,"id,num_games,score,game,url,images",Lateral Studio,"name,id,url,num_games,score,game,images",2,4,,,,,12,,75,75,,"oeg6wN9Eoc,8PN2HE86wg",,,,,,,,1,3.0,,,,,7MdXRUx2cU,,,,,
